year,week,track_id,popularity
2023,12,3A1LphuJ5lQD6NjPtxtYFh,1.0
2023,12,3B5UbSndRz907IZhhmUfLi,1.0
2023,12,3DQVgcqaP3iSMbaKsd57l5,1.0
2023,12,3DmOWG8OD9eR12180fmJqf,1.0
2023,12,3Dq34CufmxmXjGXAwVktxq,1.0
2023,12,3IuJXTVipz0DGz70MaCfgW,1.0
2023,12,3IzhWXUImi0csFoKFvq1bc,1.0
2023,12,3KG9I4JXpDwNQOsotE3uLh,1.0
2023,12,3M1xFjLthRNycCJAEU8fV8,1.0
2023,12,3NJG6vMH1ZsectZkocMEm0,1.0
2023,12,3OS4XXm4S42pnESQmtN9MG,1.0
2023,12,3QQp605HhNi3W72eizNtxZ,1.0
2023,12,3QiAAp20rPC3dcAtKtMaqQ,1.0
2023,12,3RojH1cvKfidA8bYUgCVOZ,1.0
2023,12,3S3ubW2J4byYKjyYVl0V1B,1.0
2023,12,3SFXsFpeGmBTtQvKiwYMDA,1.0
2023,12,3T790QTg0ebUUk5tCRbtbN,1.0
2023,12,3TWfEEzcdrkR0CSvWqyUlX,1.0
2023,12,3Ti0GdlrotgwsAVBBugv0I,1.0
2023,12,3WJGK9qI2giMx6GrF36Slq,1.0
2023,12,3Y99RpBAwKyWy2xdJArADG,1.0
2023,12,3Yt1ovsh3v3VEzRuhI1TL5,1.0
2023,12,3aSZoM8ZylbB0xCBkGpNTg,1.0
2023,12,3bDXhWsPiFTHtrsMg5faL2,1.0
2023,12,3bgTFCt5CTfasvpigHAdL0,1.0
2023,12,3c8LKbUsjW9lMYQzVScXQT,1.0
2023,12,3cZhoRYQFqJ8B9z0AN9gJB,1.0
2023,12,3e4lLl0zCsOmiXjl9rBfNk,1.0
2023,12,3egwfz1LAhybEwsW7U1lk8,1.0
2023,12,3evfXgwjSY5zuFxAHjMW5S,1.0
2023,12,3guazByz82uD2zHf8q7As1,1.0
2023,12,3hjGB7hru53bL066kPSCro,1.0
2023,12,3kBD2xHIqKWXjLAGidDTSz,1.0
2023,12,3kLE2Jsxeb3W2bhx82bPlb,1.0
2023,12,3lI5dscCDez8cF6LF3Me7F,1.0
2023,12,3lezH4ocsAaxqVGL8E0pS4,1.0
2023,12,3liiZRlJxa8GeLUgWMoIeu,1.0
2023,12,3maCmHhpmJ6hzJjEnm0ieT,1.0
2023,12,3mj46XKJ2aEm1z7ZvbwyLi,1.0
2023,12,3n43heRwzg7OSXo4dW5oAj,1.0
2023,12,3ow7zYRhbIO7f4yyHI4ZaD,1.0
2023,12,3p50PUgtBHM6rwUuD3RfFV,1.0
2023,12,3s7MCdXyWmwjdcWh7GWXas,1.0
2023,12,3taCbWWTilb7eNMsAzOBq4,1.0
2023,12,3xrwXWG4O9uhtRyAd3MCou,1.0
2023,12,40rvBMQizxkIqnjPdEWY1v,1.0
2023,12,41CgzGD7xlgnJe14R4cqkL,1.0
2023,12,435j8ueVosOip0Vjm3vvj5,1.0
2023,12,44vDsPxPEk7MmL6Qk9eEyN,1.0
2023,12,456WNXWhDwYOSf5SpTuqxd,1.0
2023,12,45AQ5zbSJ0j1nM9daSWeq8,1.0
2023,12,46JLfXmPxwtZQvxi3oZgvy,1.0
2023,12,47PiSg7z5qjUyEGKN4I1g7,1.0
2023,12,48NXpYRuvv9izul4oXhqS9,1.0
2023,12,48tAdjG4ng2JfECa7OQujk,1.0
2023,12,49SL9f1Kz73p0bzsNPTY4l,1.0
2023,12,4AkrkORGjiz7c90mwxAvdW,1.0
2023,12,4C85gHC79DoWJ9mitpFGjo,1.0
2023,12,4COFVKhvXA3LecFReH6D2v,1.0
2023,12,4CYBfRX3oEPni9Elqm8Bnt,1.0
2023,12,4F6YLjakjqWFTgC5qfEwPQ,1.0
2023,12,4LDCalloaDBsmhBk3BYP4a,1.0
2023,12,4MoVvVkDGFNtQPHciZgG3w,1.0
2023,12,4Ofg5uuH7qqDIXpAJMpXZV,1.0
